genome_name,contig_size,p_gene_nr,p_gene_length_sum,n_gene_nr,n_gene_length_sum,p_U_overlap_nr,p_U_overlap_length_sum,n_U_overlap_nr,n_U_overlap_length_sum,p_gap_length_sum,n_gap_length_sum,C_overlap_nr,D_overlap_nr,C_lengt_sum,D_lengt_sum
GCA_030409075.1,11777,0,0,13,10676,0,0,3,-13,0,734,0,0,0,0
GCA_030409075.1,11296,1,674,10,8870,0,0,2,-3,0,663,0,0,0,0
GCA_030409075.1,156849,69,55528,77,77785,8,-59,9,-81,58551,76890,0,0,0,0
GCA_030409075.1,10876,5,7417,0,0,0,0,0,0,1555,0,0,0,0,0
GCA_030409075.1,8414,2,484,7,5734,0,0,1,-52,16,2209,0,0,0,0
GCA_030409075.1,8240,4,5513,1,1217,0,0,0,0,593,0,0,0,0,0
GCA_030409075.1,7264,6,3405,3,1281,0,0,0,0,1800,5272,0,0,0,0
GCA_030409075.1,6831,0,0,3,5676,0,0,0,0,0,808,0,0,0,0
GCA_030409075.1,6690,3,2568,7,2258,0,0,1,-3,1305,3191,0,0,0,0
GCA_030409075.1,6537,3,2805,6,2633,1,0,1,0,2610,2031,0,1,0,31
GCA_030409075.1,5599,3,3336,2,538,0,0,1,-7,492,-7,0,0,0,0
GCA_030409075.1,5527,3,1872,2,2461,0,0,0,0,1797,2092,0,0,0,0
GCA_030409075.1,4866,4,3855,0,0,0,0,0,0,509,0,0,0,0,0
GCA_030409075.1,145338,38,35119,96,87517,3,-53,13,-110,64701,57820,0,0,0,0
GCA_030409075.1,4690,2,4663,0,0,0,0,0,0,26,0,0,0,0,0
GCA_030409075.1,4579,3,4410,0,0,0,0,0,0,144,0,0,0,0,0
GCA_030409075.1,3942,0,0,5,2593,0,0,0,0,0,811,0,0,0,0
GCA_030409075.1,3133,2,403,3,1314,0,0,0,0,126,374,0,0,0,0
GCA_030409075.1,2839,2,1740,1,191,0,0,0,0,1098,0,0,0,0,0
GCA_030409075.1,126411,59,51598,61,52766,6,-19,6,-190,72933,72959,0,0,0,0
GCA_030409075.1,105636,66,60660,21,27324,6,-19,0,0,44623,64554,0,0,0,0
GCA_030409075.1,100617,61,55751,40,24707,7,-68,8,-107,35707,73483,0,0,0,0
GCA_030409085.1,73016,47,42470,15,15441,5,-46,1,-40,26017,41584,0,0,0,0
GCA_030409085.1,62850,42,31713,17,18639,5,-34,0,0,26052,41650,0,0,0,0
GCA_030409085.1,60404,26,22300,31,27368,4,-62,3,-48,37135,31894,0,0,0,0
GCA_030409085.1,59652,27,31062,17,13678,2,-12,0,0,8492,45297,0,0,0,0
GCA_030409085.1,59305,20,20389,28,28568,0,0,2,-10,35290,27886,0,0,0,0
GCA_030409085.1,52776,18,18810,26,25375,1,-3,4,-20,24468,26630,0,0,0,0
GCA_030409085.1,50352,29,27952,15,13458,1,-19,0,0,11013,35963,0,0,0,0
GCA_030409085.1,46151,12,7023,24,29226,0,0,2,-16,31128,16628,0,0,0,0
GCA_030409085.1,42456,23,32530,4,4457,1,-3,1,-3,9303,6423,0,0,0,0
GCA_030409085.1,40236,15,15667,13,16076,1,-3,1,0,24568,17506,0,0,0,0
GCA_030409085.1,421107,136,120350,256,229220,12,-56,31,-418,293214,191886,0,0,0,0
GCA_030409085.1,38730,24,21708,5,4738,1,-25,0,0,15742,18173,0,0,0,0
GCA_030409085.1,38337,17,16942,14,12346,3,-9,2,-16,7703,22481,0,0,0,0
GCA_030409085.1,35546,18,17526,13,14096,1,-34,1,-3,8575,16954,0,0,0,0
GCA_030409085.1,33769,6,3102,27,22656,0,0,4,-36,22422,8935,0,0,0,0
GCA_030409085.1,31202,13,15638,7,9118,1,-37,0,0,3181,1826,0,0,0,0
GCA_030409085.1,31064,12,9645,20,15550,2,-52,3,-115,19869,12612,0,0,0,0
GCA_030409085.1,30826,10,9383,12,15513,0,0,0,0,14939,7655,0,0,0,0
GCA_030409085.1,30283,8,7783,17,18313,2,-16,1,-10,19414,10074,0,0,0,0
GCA_030409085.1,30130,8,6253,22,18577,1,-3,2,-32,17295,8359,0,0,0,0
GCA_030409085.1,29419,3,2016,22,21035,0,0,1,-3,12853,6992,0,0,0,0
GCA_030409085.1,319366,191,166931,102,93709,6,-69,6,-142,147804,217848,0,0,0,0
GCA_030409085.1,27258,12,13552,10,7394,0,0,2,-6,11852,8902,0,0,0,0
GCA_030409085.1,27173,5,5539,11,18412,0,0,3,-47,860,8236,0,0,0,0
GCA_030409085.1,26161,20,20236,1,449,1,-7,0,0,4991,0,0,0,0,0
GCA_030409085.1,25668,5,5935,13,13966,0,0,3,-6,13047,9869,0,0,0,0
GCA_030409085.1,25062,12,7703,12,9975,4,-52,3,-6,11867,10258,0,0,0,0
GCA_030409085.1,24976,1,257,19,19658,0,0,1,0,0,2673,0,0,0,0
GCA_030409085.1,24762,26,16329,11,2857,3,-16,1,-13,8432,20441,0,0,0,0
GCA_030409085.1,23122,6,6219,14,13723,0,0,2,-35,10153,8518,0,0,0,0
GCA_030409085.1,22954,6,4543,9,15387,1,-19,1,0,17093,4211,0,0,0,0
GCA_030409085.1,22456,19,12053,4,5082,0,0,0,0,8185,16270,0,0,0,0
GCA_030409085.1,274173,131,125372,100,101274,11,-104,10,-100,143624,153209,0,0,0,0
GCA_030409085.1,21307,8,11488,6,7296,1,-72,1,-3,9264,6590,0,0,0,0
GCA_030409085.1,20743,4,1979,19,12776,0,0,4,-10,13742,7966,0,0,0,0
GCA_030409085.1,19527,4,6020,8,8716,0,0,0,0,10642,9202,0,0,0,0
GCA_030409085.1,19325,18,16362,0,0,6,-35,0,0,1443,0,0,0,0,0
GCA_030409085.1,19243,17,15364,1,191,2,-30,0,0,3423,0,0,0,0,0
GCA_030409085.1,18755,4,2864,13,13306,1,-7,1,-6,91,1836,0,0,0,0
GCA_030409085.1,17804,0,0,19,14210,0,0,3,-44,0,2977,0,0,0,0
GCA_030409085.1,17471,4,5864,6,7146,0,0,0,0,7868,8293,0,0,0,0
GCA_030409085.1,17200,6,4041,14,8356,1,-3,4,-86,8066,8330,0,0,0,0
GCA_030409085.1,16188,9,10224,2,676,1,-3,0,0,5182,108,0,0,0,0
GCA_030409085.1,195852,81,81386,76,75839,6,-34,11,-104,109197,119115,0,0,0,0
GCA_030409085.1,15799,16,11840,0,0,2,-6,0,0,3451,0,0,0,0,0
GCA_030409085.1,15406,0,0,12,11937,0,0,2,-51,0,1932,0,0,0,0
GCA_030409085.1,14697,1,389,12,10401,0,0,2,-16,0,3492,0,0,0,0
GCA_030409085.1,14363,8,11245,1,458,2,-17,0,0,2322,0,0,0,0,0
GCA_030409085.1,11293,6,4409,3,3264,0,0,0,0,2592,483,0,0,0,0
GCA_030409085.1,10920,6,7299,1,259,0,0,0,0,2335,0,0,0,0,0
GCA_030409085.1,10755,7,8879,0,0,0,0,0,0,1700,0,0,0,0,0
GCA_030409085.1,10258,4,4844,3,3108,0,0,0,0,3254,3867,0,0,0,0
GCA_030409085.1,10223,7,5548,3,2328,3,-41,1,-3,1008,97,0,0,0,0
GCA_030409085.1,9645,9,5670,1,308,0,0,0,0,2265,0,0,0,0,0
GCA_030409085.1,187538,81,74838,88,72785,4,-15,7,-81,111270,105271,0,0,0,0
GCA_030409085.1,9497,0,0,9,8460,0,0,0,0,0,689,0,0,0,0
GCA_030409085.1,9273,1,992,8,6805,0,0,0,0,0,634,0,0,0,0
GCA_030409085.1,8398,9,3921,3,951,2,-23,0,0,3246,3752,0,0,0,0
GCA_030409085.1,8348,6,6406,2,1969,5,-34,0,0,-34,3,0,0,0,0
GCA_030409085.1,8294,3,2210,5,2146,0,0,1,-3,6083,2818,0,0,0,0
GCA_030409085.1,8008,4,2576,2,1102,0,0,0,0,3909,1796,0,0,0,0
GCA_030409085.1,7748,1,1413,8,4567,0,0,1,-16,0,1561,0,0,0,0
GCA_030409085.1,7640,5,1954,5,3877,0,0,0,0,896,115,0,0,0,0
GCA_030409085.1,7442,3,1266,5,3781,1,-42,0,0,4471,231,0,0,0,0
GCA_030409085.1,6604,3,3840,2,535,0,0,0,0,984,2029,0,0,0,0
GCA_030409085.1,167547,94,82273,58,52053,7,-69,7,-79,84702,106757,0,0,0,0
GCA_030409085.1,5779,5,3844,1,1062,0,0,0,0,651,0,0,0,0,0
GCA_030409085.1,5298,1,2309,2,1207,0,0,0,0,0,816,0,0,0,0
GCA_030409085.1,5169,3,2145,1,2057,0,0,0,0,102,0,0,0,0,0
GCA_030409085.1,5119,0,0,5,4120,0,0,0,0,0,652,0,0,0,0
GCA_030409085.1,4408,1,914,2,3423,0,0,0,0,0,95,0,1,0,25
GCA_030409085.1,4383,4,2933,0,0,0,0,0,0,753,0,0,0,0,0
GCA_030409085.1,4216,3,1830,1,311,0,0,0,0,82,0,0,0,0,0
GCA_030409085.1,4141,0,0,4,3581,0,0,0,0,0,559,0,0,0,0
GCA_030409085.1,3833,4,2886,1,353,0,0,0,0,380,0,0,0,0,0
GCA_030409085.1,3184,1,317,2,1888,0,0,0,0,0,315,0,0,0,0
GCA_030409085.1,162529,78,76509,56,57993,5,-42,5,-61,74779,104535,0,0,0,0
GCA_030409085.1,2355,2,2262,0,0,0,0,0,0,92,0,0,0,0,0
GCA_030409085.1,157567,57,50646,82,79953,4,-37,12,-167,96982,66129,0,0,0,0
GCA_030409085.1,147076,91,84191,45,42876,6,-199,5,-65,62045,83432,0,0,0,0
GCA_030583625.1,3970402,1767,1688770,1718,1624694,193,-2263,186,-2689,2281542,2338572,0,0,0,0
GCA_030583645.1,3758281,1546,1462763,1675,1579870,128,-1445,164,-2054,2277628,2178340,0,0,0,0
GCA_030583665.1,3460033,1514,1411397,1520,1416927,179,-1889,157,-1751,2047562,2036537,0,0,0,0
GCA_030586535.1,7317,4,2290,6,2928,0,0,1,-7,5026,1981,0,0,0,0
GCA_030586535.1,7195,2,1776,4,4586,0,0,0,0,4184,843,0,0,0,0
GCA_030586535.1,7166,2,1131,5,4267,0,0,0,0,5846,430,0,0,0,0
GCA_030586535.1,7000,7,6313,0,0,1,-13,0,0,686,0,0,0,0,0
GCA_030586535.1,6810,3,1732,6,3344,0,0,1,-3,3851,2849,0,0,0,0
GCA_030586535.1,6785,4,2147,2,3430,1,-3,0,0,656,3,0,0,0,0
GCA_030586535.1,6722,8,5308,2,771,2,-9,0,0,343,151,0,0,0,0
GCA_030586535.1,6689,6,6506,0,0,1,0,0,0,182,0,0,0,0,0
GCA_030586535.1,41662,31,29697,10,7228,6,-43,0,0,9051,34407,0,0,0,0
GCA_030586535.1,6640,1,590,7,5272,0,0,2,-47,0,326,0,0,0,0
GCA_030586535.1,6582,0,0,5,4976,0,0,0,0,0,1605,0,0,0,0
GCA_030586535.1,6097,4,3071,2,2121,0,0,0,0,621,91,0,0,0,0
GCA_030586535.1,6061,1,2300,2,2186,0,0,0,0,0,26,0,0,0,0
GCA_030586535.1,5991,4,5040,0,0,0,0,0,0,622,0,0,0,0,0
GCA_030586535.1,5920,2,1585,3,2969,1,-9,0,0,-9,2491,0,0,0,0
GCA_030586535.1,5890,3,2335,2,2674,0,0,0,0,3554,1401,0,0,0,0
GCA_030586535.1,5824,1,403,8,4252,0,0,0,0,0,586,0,0,0,0
GCA_030586535.1,39738,27,21219,14,12319,0,0,1,-13,12526,7990,0,0,0,0
GCA_030586535.1,5767,0,0,5,5417,0,0,1,-33,0,349,0,0,0,0
GCA_030586535.1,5453,4,3251,2,1273,0,0,0,0,2119,65,0,0,0,0
GCA_030586535.1,5388,0,0,4,4730,0,0,1,-3,0,657,0,0,0,0
GCA_030586535.1,5385,2,1175,5,3586,0,0,1,-28,409,148,0,0,0,0
GCA_030586535.1,5289,2,4515,1,445,0,0,0,0,56,0,0,0,0,0
GCA_030586535.1,39735,8,6728,29,28151,0,0,2,-3,12020,11358,0,0,0,0
GCA_030586535.1,5007,5,4833,0,0,1,-3,0,0,56,0,0,0,0,0
GCA_030586535.1,4855,3,1439,5,2583,0,0,0,0,3415,287,0,0,0,0
GCA_030586535.1,4545,2,2997,1,1397,0,0,0,0,5,0,0,0,0,0
GCA_030586535.1,4462,4,3664,0,0,0,0,0,0,421,0,0,0,0,0
GCA_030586535.1,4401,6,3096,1,218,1,-3,0,0,682,0,0,0,0,0
GCA_030586535.1,4354,0,0,4,4141,0,0,1,-3,0,34,0,0,0,0
GCA_030586535.1,38305,38,26767,8,5739,8,-40,0,0,8418,9593,0,0,0,0
GCA_030586535.1,4120,1,4119,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,3914,5,1983,3,1172,1,-3,0,0,1239,2112,0,0,0,0
GCA_030586535.1,36687,10,9840,21,22055,1,-7,2,-24,21237,14565,0,0,0,0
GCA_030586535.1,3820,5,3102,1,236,0,0,0,0,672,0,0,0,0,0
GCA_030586535.1,3702,2,941,3,2504,0,0,2,-58,120,-58,0,0,0,0
GCA_030586535.1,3689,2,1407,2,1973,0,0,0,0,7,101,0,0,0,0
GCA_030586535.1,3599,0,0,4,3097,0,0,0,0,0,420,0,0,0,0
GCA_030586535.1,3588,2,2848,0,0,1,-3,0,0,-3,0,0,0,0,0
GCA_030586535.1,36210,22,18775,10,12845,2,-12,0,0,6399,22496,0,0,0,0
GCA_030586535.1,3575,2,1066,2,2118,0,0,0,0,196,1456,0,1,0,3
GCA_030586535.1,3548,2,1026,2,2122,0,0,0,0,2521,107,0,0,0,0
GCA_030586535.1,35581,12,9720,30,21501,0,0,1,-9,24962,11074,0,0,0,0
GCA_030586535.1,3228,4,1964,1,995,1,-7,0,0,265,0,0,0,0,0
GCA_030586535.1,33091,16,20444,13,9362,2,-13,0,0,4543,17481,0,0,0,0
GCA_030586535.1,3130,3,2063,1,383,0,0,0,0,368,0,0,0,0,0
GCA_030586535.1,32831,27,28458,3,2074,4,-38,0,0,1924,239,0,0,0,0
GCA_030586535.1,2865,1,1142,2,624,0,0,0,0,0,1832,0,0,0,0
GCA_030586535.1,2837,1,1271,1,1355,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,31760,19,10776,15,15591,1,0,1,-3,20983,12014,0,0,0,0
GCA_030586535.1,125428,52,48194,67,63474,7,-45,3,-9,76806,59715,0,0,0,0
GCA_030586535.1,30957,10,9159,19,17438,1,-3,0,0,21760,10665,0,0,0,0
GCA_030586535.1,2697,4,2360,0,0,0,0,0,0,336,0,0,0,0,0
GCA_030586535.1,30263,16,16704,10,9158,0,0,3,-35,13558,13463,0,0,0,0
GCA_030586535.1,2651,0,0,4,2485,0,0,2,-10,0,2,0,0,0,0
GCA_030586535.1,2647,1,695,3,1698,0,0,0,0,0,119,0,0,0,0
GCA_030586535.1,29985,8,8591,16,18790,1,-24,1,-10,9427,8820,0,0,0,0
GCA_030586535.1,2392,5,2238,0,0,0,0,0,0,153,0,0,0,0,0
GCA_030586535.1,2364,2,1899,0,0,0,0,0,0,464,0,0,0,0,0
GCA_030586535.1,28146,12,10842,13,14195,1,-6,0,0,844,13374,0,0,0,0
GCA_030586535.1,27957,20,15047,8,9436,4,-31,1,-3,12909,3004,0,0,0,0
GCA_030586535.1,26397,10,9618,13,14256,0,0,1,-12,4086,3254,0,0,0,0
GCA_030586535.1,25870,13,12167,8,10334,2,-25,0,0,12932,9373,0,0,0,0
GCA_030586535.1,2037,2,1989,0,0,0,0,0,0,47,0,0,0,0,0
GCA_030586535.1,2019,1,209,2,1397,0,0,0,0,0,74,0,0,0,0
GCA_030586535.1,23965,12,12012,12,8966,2,-22,1,-6,1472,971,0,0,0,0
GCA_030586535.1,1960,1,451,1,1284,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,1950,3,1517,0,0,0,0,0,0,432,0,0,0,0,0
GCA_030586535.1,23907,38,19606,4,2206,5,-67,1,-28,4260,2557,0,0,0,0
GCA_030586535.1,1939,2,1515,0,0,0,0,0,0,172,0,0,0,0,0
GCA_030586535.1,1928,0,0,2,1655,0,0,0,0,0,33,0,0,0,0
GCA_030586535.1,23533,20,18193,4,3380,4,-68,0,0,5242,7242,0,0,0,0
GCA_030586535.1,66696,35,30965,26,25806,1,-7,1,-7,28465,40580,0,0,0,0
GCA_030586535.1,1854,3,1312,0,0,0,0,0,0,541,0,0,0,0,0
GCA_030586535.1,1852,0,0,1,1678,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,23220,9,10946,14,9382,0,0,0,0,1435,13837,0,0,0,0
GCA_030586535.1,1845,1,822,1,876,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,23150,11,9274,14,10080,0,0,1,-3,13856,9374,0,0,0,0
GCA_030586535.1,1754,0,0,3,1625,0,0,0,0,0,102,0,0,0,0
GCA_030586535.1,1744,0,0,2,1325,0,0,0,0,0,55,0,0,0,0
GCA_030586535.1,23132,17,14293,8,5441,3,-22,0,0,8838,4394,0,0,0,0
GCA_030586535.1,1663,0,0,3,1626,0,0,0,0,0,36,0,0,0,0
GCA_030586535.1,23085,2,1054,18,20504,0,0,2,-13,18624,1666,0,0,0,0
GCA_030586535.1,22787,4,3547,14,16022,1,-3,2,-17,8231,2329,0,0,0,0
GCA_030586535.1,1598,2,1587,0,0,0,0,0,0,10,0,0,0,0,0
GCA_030586535.1,1574,2,1551,0,0,0,0,0,0,22,0,0,0,0,0
GCA_030586535.1,22679,9,8092,7,10837,0,0,1,-3,7608,11565,0,0,0,0
GCA_030586535.1,1519,3,1403,0,0,1,-3,0,0,115,0,0,0,0,0
GCA_030586535.1,21603,14,15007,3,5195,2,-3,0,0,5320,6777,1,0,-103,0
GCA_030586535.1,1420,0,0,1,1291,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,21492,8,10745,7,6939,0,0,1,-3,3448,14514,0,0,0,0
GCA_030586535.1,20708,4,3584,15,14180,0,0,0,0,2189,5971,0,0,0,0
GCA_030586535.1,1368,0,0,1,1141,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,1368,0,0,1,1167,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,1361,2,1118,0,0,0,0,0,0,57,0,0,0,0,0
GCA_030586535.1,19125,6,6012,12,9185,0,0,0,0,8437,7534,0,0,0,0
GCA_030586535.1,56210,27,27974,26,22546,8,-39,2,-44,22372,14221,0,0,0,0
GCA_030586535.1,1321,1,1024,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,18620,14,10252,3,4083,1,-34,0,0,5814,12981,0,0,0,0
GCA_030586535.1,1290,1,1213,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,1273,1,1206,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,1264,1,1105,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,18546,5,2104,15,14598,0,0,0,0,16441,2355,0,0,0,0
GCA_030586535.1,1192,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,1190,0,0,3,1010,0,0,0,0,0,127,0,0,0,0
GCA_030586535.1,1186,2,831,0,0,0,0,0,0,258,0,0,0,0,0
GCA_030586535.1,17516,17,14283,3,1350,3,-26,0,0,1617,184,0,0,0,0
GCA_030586535.1,17366,5,4083,14,11770,1,-3,1,0,140,5595,0,0,0,0
GCA_030586535.1,1107,2,1099,0,0,0,0,0,0,7,0,0,0,0,0
GCA_030586535.1,17338,14,12814,3,2274,3,-42,0,0,4046,79,0,0,0,0
GCA_030586535.1,1058,0,0,2,885,0,0,1,-3,0,-3,0,0,0,0
GCA_030586535.1,17262,20,13026,3,1362,1,-3,0,0,3813,521,0,0,0,0
GCA_030586535.1,1040,1,356,1,359,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,17121,7,8887,5,6577,2,0,1,-22,8233,604,0,0,0,0
GCA_030586535.1,1016,0,0,1,1015,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,995,0,0,2,926,0,0,0,0,0,50,0,0,0,0
GCA_030586535.1,16740,9,8467,8,5990,1,-9,0,0,3046,10749,0,0,0,0
GCA_030586535.1,986,2,526,0,0,1,-43,0,0,-43,0,0,0,0,0
GCA_030586535.1,16717,7,8322,8,6541,1,-3,2,-29,7428,10175,0,0,0,0
GCA_030586535.1,950,1,949,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,950,1,949,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,946,0,0,1,922,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,16708,3,1515,17,13793,1,-16,0,0,21,2914,0,0,0,0
GCA_030586535.1,49350,32,34569,10,8969,4,-51,2,-22,7448,32173,0,0,0,0
GCA_030586535.1,15879,9,9012,5,5854,2,-10,0,0,2221,4446,0,0,0,0
GCA_030586535.1,15663,8,8352,8,4885,0,0,1,-3,3184,9642,0,0,0,0
GCA_030586535.1,866,1,223,1,471,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,15477,7,6763,7,6827,1,-7,1,-52,1461,5503,0,0,0,0
GCA_030586535.1,833,1,821,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,824,0,0,2,798,0,0,0,0,0,13,0,0,0,0
GCA_030586535.1,821,1,787,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030586535.1,15018,11,11152,3,1642,2,-10,0,0,2757,6059,0,0,0,0
GCA_030586535.1,14925,9,10780,3,2198,1,-10,0,0,2204,5143,0,0,0,0
GCA_030586535.1,14688,2,2686,8,11053,0,0,1,0,12001,702,0,1,0,34
GCA_030586535.1,14666,14,14048,0,0,0,0,0,0,535,0,0,0,0,0
GCA_030586535.1,14660,8,4099,12,8955,2,-6,1,-3,1289,3264,0,0,0,0
GCA_030586535.1,14137,11,3653,10,8123,1,-10,0,0,10295,3031,0,0,0,0
GCA_030586535.1,14042,13,9341,4,2019,0,0,1,-7,4483,6116,0,0,0,0
GCA_030586535.1,45648,27,22411,18,17844,3,-10,3,-77,21461,24480,0,0,0,0
GCA_030586535.1,13975,8,7465,7,3934,0,0,0,0,4565,8122,0,0,0,0
GCA_030586535.1,13957,11,10332,1,2013,1,-16,0,0,1382,0,0,0,0,0
GCA_030586535.1,13876,1,1862,11,10075,0,0,2,-6,0,3800,0,0,0,0
GCA_030586535.1,13826,8,6384,4,5042,0,0,0,0,7298,491,0,0,0,0
GCA_030586535.1,13813,6,4006,15,6996,0,0,4,-47,3921,4554,0,0,0,0
GCA_030586535.1,13351,6,6671,6,3764,0,0,1,-27,2932,5569,0,0,0,0
GCA_030586535.1,13000,13,8267,3,2187,2,-13,1,-3,4333,95,0,0,0,0
GCA_030586535.1,12855,4,4119,6,7037,0,0,0,0,8597,552,0,0,0,0
GCA_030586535.1,12664,8,5886,6,4432,1,0,1,-37,4616,6963,0,0,0,0
GCA_030586535.1,44678,32,25428,18,13194,4,-90,4,-53,19126,24589,0,0,0,0
GCA_030586535.1,12647,4,1100,11,9498,1,-7,3,-58,215,1755,0,0,0,0
GCA_030586535.1,12599,11,9799,4,1322,3,-6,1,-19,2166,10711,0,0,0,0
GCA_030586535.1,12088,9,5477,4,4320,2,-6,0,0,4872,4293,0,0,0,0
GCA_030586535.1,12050,8,6871,8,3040,1,-7,2,-15,5178,3521,0,0,0,0
GCA_030586535.1,12044,4,2703,11,7463,1,-3,2,-6,2741,3895,0,0,0,0
GCA_030586535.1,12019,0,0,15,11168,0,0,0,0,0,850,0,0,0,0
GCA_030586535.1,11606,4,2591,11,7360,0,0,0,0,78,1200,0,0,0,0
GCA_030586535.1,11382,5,3423,7,6434,0,0,1,-3,2270,2674,0,0,0,0
GCA_030586535.1,10302,6,5891,4,1988,0,0,0,0,3933,628,0,0,0,0
GCA_030586535.1,43782,25,25851,11,12139,3,-22,2,-10,17805,9841,0,0,0,0
GCA_030586535.1,10222,14,8200,1,137,3,-13,0,0,1778,0,0,0,0,0
GCA_030586535.1,10070,6,4828,5,3655,1,-10,0,0,3896,1525,0,0,0,0
GCA_030586535.1,10037,5,1525,8,6197,0,0,0,0,8199,2654,0,0,0,0
GCA_030586535.1,9509,5,1717,7,6359,0,0,2,-3,7622,287,0,0,0,0
GCA_030586535.1,9446,2,1285,6,7591,0,0,1,0,16,366,0,0,0,0
GCA_030586535.1,9083,2,2986,5,5289,0,0,1,-3,278,3659,0,0,0,0
GCA_030586535.1,8963,4,5758,2,1815,0,0,0,0,601,224,0,0,0,0
GCA_030586535.1,8940,9,7620,0,0,0,0,0,0,1207,0,0,0,0,0
GCA_030586535.1,8928,0,0,7,8335,0,0,0,0,0,509,0,0,0,0
GCA_030586535.1,43530,29,31309,8,9544,6,-31,0,0,9754,9130,0,0,0,0
GCA_030586535.1,8851,6,6125,2,979,0,0,0,0,976,185,0,0,0,0
GCA_030586535.1,8771,0,0,12,7527,0,0,3,-29,0,1243,0,0,0,0
GCA_030586535.1,8712,3,1905,4,5299,0,0,1,-19,508,655,0,0,0,0
GCA_030586535.1,8330,8,4443,4,2777,0,0,0,0,3876,498,0,0,0,0
GCA_030586535.1,7912,9,6669,1,269,0,0,0,0,1242,0,0,0,0,0
GCA_030586535.1,7662,3,2441,5,3219,0,0,1,-3,119,1381,0,0,0,0
GCA_030586535.1,7471,0,0,10,6434,0,0,2,-6,0,1036,0,0,0,0
GCA_030586535.1,42519,16,20143,23,17628,2,-26,1,-3,17444,24423,0,0,0,0
GCA_030586555.1,4302,0,0,5,4182,0,0,2,-3,0,119,0,0,0,0
GCA_030586555.1,4171,1,200,3,2213,0,0,0,0,0,635,0,0,0,0
GCA_030586555.1,4008,3,1849,1,1043,0,0,0,0,709,0,0,0,0,0
GCA_030586555.1,3933,2,547,4,2603,0,0,0,0,165,145,0,0,0,0
GCA_030586555.1,3621,0,0,3,3388,0,0,0,0,0,232,0,0,0,0
GCA_030586555.1,81766,35,44554,38,28533,4,-124,6,-51,33241,51063,0,0,0,0
GCA_030586555.1,3160,5,2965,0,0,0,0,0,0,194,0,0,0,0,0
GCA_030586555.1,3107,0,0,2,610,0,0,0,0,0,205,0,0,0,0
GCA_030586555.1,3084,0,0,3,2442,0,0,2,-40,0,-40,0,0,0,0
GCA_030586555.1,3043,1,449,3,2319,0,0,1,-55,0,89,0,0,0,0
GCA_030586555.1,81603,41,33017,44,39224,2,-43,3,-9,33415,34504,0,0,0,0
GCA_030586555.1,2990,1,441,3,2144,0,0,0,0,0,288,0,0,0,0
GCA_030586555.1,2960,2,654,2,1256,0,0,0,0,489,199,0,0,0,0
GCA_030586555.1,2956,0,0,2,1834,0,0,0,0,0,378,0,0,0,0
GCA_030586555.1,2954,2,1810,1,542,1,0,0,0,0,0,0,0,0,0
GCA_030586555.1,78697,37,34746,38,36425,3,-50,3,-124,43950,30800,0,0,0,0
GCA_030586555.1,2913,1,876,3,1826,0,0,0,0,0,64,0,0,0,0
GCA_030586555.1,2800,2,1444,3,650,0,0,0,0,239,180,0,0,0,0
GCA_030586555.1,2707,1,662,1,1422,0,0,0,0,0,0,0,0,0,0
GCA_030586555.1,2689,1,222,1,2359,0,0,0,0,0,0,0,0,0,0
GCA_030586555.1,76694,45,40287,37,28164,3,-17,3,-35,32877,47107,0,0,0,0
GCA_030586555.1,2672,1,193,5,1848,0,0,2,-28,0,486,0,0,0,0
GCA_030586555.1,2655,0,0,2,1839,0,0,0,0,0,96,0,0,0,0
GCA_030586555.1,2568,0,0,3,2112,0,0,0,0,0,188,0,0,0,0
GCA_030586555.1,2538,2,1638,0,0,0,0,0,0,679,0,0,0,0,0
GCA_030586555.1,2471,1,1021,2,455,0,0,0,0,0,403,0,0,0,0
GCA_030586555.1,2461,3,2206,0,0,0,0,0,0,216,0,0,0,0,0
GCA_030586555.1,76212,37,34949,34,32598,2,-10,3,-47,41262,35002,0,0,0,0
GCA_030586555.1,2424,0,0,1,1729,0,0,0,0,0,0,0,0,0,0
GCA_030586555.1,2402,1,539,2,1409,0,0,0,0,0,992,0,0,0,0
